"Date","STOXX50_Close"
2019-04-17,3477.72998046875
2019-04-18,3499.22998046875
2019-04-23,3503.85009765625
2019-04-24,3502.6298828125
2019-04-25,3491.919921875
2019-04-26,3500.40991210938
2019-04-29,3501.93994140625
2019-04-30,3514.6201171875
2019-05-02,3488.92993164062
2019-05-03,3502.47998046875
2019-05-06,3462.94995117188
2019-05-07,3401.15991210938
2019-05-08,3417.26000976562
2019-05-09,3350.7099609375
2019-05-10,3361.05004882812
2019-05-13,3320.78002929688
2019-05-14,3364.3798828125
2019-05-15,3385.78002929688
2019-05-16,3438.56005859375
2019-05-17,3425.63989257812
2019-05-20,3369.78002929688
2019-05-21,3386.51000976562
2019-05-22,3386.71997070312
2019-05-23,3327.19995117188
2019-05-24,3350.69995117188
2019-05-27,3364.0400390625
2019-05-28,3348.86010742188
2019-05-29,3297.81005859375
2019-05-31,3280.42993164062
2019-06-03,3300.21997070312
2019-06-04,3333.48999023438
2019-06-05,3339.94995117188
2019-06-06,3338.40991210938
2019-06-07,3378.3798828125
2019-06-11,3401.10009765625
2019-06-12,3386.6298828125
2019-06-13,3390.5
2019-06-14,3379.18994140625
2019-06-17,3383.2099609375
2019-06-18,3452.88989257812
2019-06-19,3454.69995117188
2019-06-20,3468.080078125
2019-06-21,3466.919921875
2019-06-24,3455.57006835938
2019-06-25,3444.36010742188
2019-06-26,3442.94995117188
2019-06-27,3442.3798828125
2019-06-28,3473.68994140625
2019-07-01,3497.59008789062
2019-07-02,3507.97998046875
2019-07-03,3540.6298828125
2019-07-04,3544.14990234375
2019-07-05,3527.97998046875
2019-07-08,3523.76000976562
2019-07-09,3509.75
2019-07-10,3501.52001953125
2019-07-11,3496.72998046875
2019-07-12,3497.6298828125
2019-07-15,3502.21997070312
2019-07-16,3521.36010742188
2019-07-17,3501.580078125
2019-07-18,3482.830078125
2019-07-19,3480.17993164062
2019-07-22,3489.919921875
2019-07-23,3532.8701171875
2019-07-24,3532.89990234375
2019-07-25,3510.14990234375
2019-07-26,3524.46997070312
2019-07-29,3523.580078125
2019-07-30,3462.85009765625
2019-07-31,3466.85009765625
2019-08-02,3376.1201171875
2019-08-05,3310.92993164062
2019-08-06,3291.65991210938
2019-08-07,3309.98999023438
2019-08-08,3375.3798828125
2019-08-09,3333.73999023438
2019-08-12,3326.55004882812
2019-08-13,3357.15991210938
2019-08-14,3288.69995117188
2019-08-15,3282.78002929688
2019-08-16,3329.080078125
2019-08-19,3369.18994140625
2019-08-20,3350.22998046875
2019-08-21,3394.88989257812
2019-08-22,3373.669921875
2019-08-23,3334.25
2019-08-26,3348.84008789062
2019-08-27,3370.46997070312
2019-08-28,3365.3798828125
2019-08-29,3411.330078125
2019-08-30,3426.76000976562
2019-09-02,3432.5400390625
2019-09-03,3420.73999023438
2019-09-04,3450.830078125
2019-09-05,3484.69995117188
2019-09-06,3495.18994140625
2019-09-09,3495.02001953125
2019-09-10,3498.98999023438
2019-09-11,3516.82006835938
2019-09-12,3538.86010742188
2019-09-13,3550.11010742188
2019-09-16,3518.44995117188
2019-09-17,3521.26000976562
2019-09-18,3528.0400390625
2019-09-19,3552.64990234375
2019-09-20,3571.38989257812
2019-09-23,3536.96997070312
2019-09-24,3532.05004882812
2019-09-25,3513.03002929688
2019-09-26,3532.17993164062
2019-09-27,3545.8798828125
2019-09-30,3569.44995117188
2019-10-01,3518.25
2019-10-02,3413.31005859375
2019-10-03,3417.3701171875
2019-10-04,3446.7099609375
2019-10-07,3471.23999023438
2019-10-08,3432.76000976562
2019-10-09,3462.11010742188
2019-10-10,3493.9599609375
2019-10-11,3569.919921875
2019-10-14,3556.26000976562
2019-10-15,3598.64990234375
2019-10-16,3599.25
2019-10-17,3588.6201171875
2019-10-18,3579.40991210938
2019-10-21,3600.080078125
2019-10-22,3604.82006835938
2019-10-23,3606.88989257812
2019-10-24,3621.3701171875
2019-10-25,3624.67993164062
2019-10-28,3625.68994140625
2019-10-29,3622.09008789062
2019-10-30,3620.2900390625
2019-10-31,3604.40991210938
2019-11-01,3623.73999023438
2019-11-04,3665.2099609375
2019-11-05,3676.52001953125
2019-11-06,3688.73999023438
2019-11-07,3706.67993164062
2019-11-08,3699.64990234375
2019-11-11,3696.82006835938
2019-11-12,3712.19995117188
2019-11-13,3699.5
2019-11-14,3688.81005859375
2019-11-15,3711.61010742188
2019-11-18,3704.919921875
2019-11-19,3696.56005859375
2019-11-20,3683.8798828125
2019-11-21,3679.65991210938
2019-11-22,3687.32006835938
2019-11-25,3707.67993164062
2019-11-26,3705.55004882812
2019-11-27,3712.85009765625
2019-11-28,3704.47998046875
2019-11-29,3703.580078125
2019-12-02,3626.65991210938
2019-12-03,3610.98999023438
2019-12-04,3660.02001953125
2019-12-05,3648.1298828125
2019-12-06,3692.34008789062
2019-12-09,3672.17993164062
2019-12-10,3671.78002929688
2019-12-11,3687.44995117188
2019-12-12,3706.35009765625
2019-12-13,3731.07006835938
2019-12-16,3772.73999023438
2019-12-17,3745.28002929688
2019-12-18,3739
2019-12-19,3739.169921875
2019-12-20,3776.56005859375
2019-12-23,3776.65991210938
2019-12-27,3782.27001953125
2019-12-30,3748.46997070312
2020-01-03,3773.3701171875
2020-01-06,3752.52001953125
2020-01-07,3759.25
2020-01-08,3772.56005859375
2020-01-09,3795.8798828125
2020-01-10,3789.52001953125
2020-01-13,3779.67993164062
2020-01-14,3774.8798828125
2020-01-15,3768.9599609375
2020-01-16,3774.13989257812
2020-01-17,3808.26000976562
2020-01-20,3799.03002929688
2020-01-21,3789.1201171875
2020-01-22,3769.7900390625
2020-01-23,3736.85009765625
2020-01-24,3779.15991210938
2020-01-27,3677.84008789062
2020-01-28,3719.21997070312
2020-01-29,3736.36010742188
2020-01-30,3690.78002929688
2020-01-31,3640.90991210938
2020-02-03,3661.27001953125
2020-02-04,3732.28002929688
2020-02-05,3777.84008789062
2020-02-06,3805.52001953125
2020-02-07,3798.48999023438
2020-02-10,3793.17993164062
2020-02-11,3825.84008789062
2020-02-12,3854.42993164062
2020-02-13,3846.73999023438
2020-02-14,3840.96997070312
2020-02-17,3853.27001953125
2020-02-18,3836.5400390625
2020-02-19,3865.17993164062
2020-02-20,3822.97998046875
2020-02-21,3800.3798828125
2020-02-24,3647.97998046875
2020-02-25,3572.51000976562
2020-02-26,3577.67993164062
2020-02-27,3455.919921875
2020-02-28,3329.48999023438
2020-03-02,3338.830078125
2020-03-03,3371.96997070312
2020-03-04,3420.56005859375
2020-03-05,3363.580078125
2020-03-06,3232.07006835938
2020-03-09,2959.07006835938
2020-03-10,2910.02001953125
2020-03-11,2905.56005859375
2020-03-12,2545.22998046875
2020-03-13,2586.02001953125
2020-03-16,2450.3701171875
2020-03-17,2530.5
2020-03-18,2385.82006835938
2020-03-19,2454.080078125
2020-03-20,2548.5
2020-03-23,2485.5400390625
2020-03-24,2715.11010742188
2020-03-25,2800.13989257812
2020-03-26,2847.78002929688
2020-03-27,2728.64990234375
2020-03-30,2765.6201171875
2020-03-31,2786.89990234375
2020-04-01,2680.30004882812
2020-04-02,2688.48999023438
2020-04-03,2662.98999023438
2020-04-06,2795.96997070312
2020-04-07,2857.669921875
2020-04-08,2851.27001953125
2020-04-09,2892.7900390625
2020-04-14,2917.73999023438
2020-04-15,2808.19995117188
2020-04-16,2812.35009765625
2020-04-17,2888.30004882812
2020-04-20,2909.5
2020-04-21,2791.34008789062
2020-04-22,2834.89990234375
2020-04-23,2852.4599609375
2020-04-24,2809.07006835938
2020-04-27,2882.09008789062
2020-04-28,2932.06005859375
2020-04-29,2996.080078125
2020-04-30,2927.92993164062
2020-05-04,2816.47998046875
2020-05-05,2875.90991210938
2020-05-06,2843.76000976562
2020-05-07,2880.60009765625
2020-05-08,2908.11010742188
2020-05-11,2883.75
2020-05-12,2884.19995117188
2020-05-13,2810.55004882812
2020-05-14,2760.22998046875
2020-05-15,2770.69995117188
2020-05-18,2911.8798828125
2020-05-19,2902.580078125
2020-05-20,2942.38989257812
2020-05-22,2905.46997070312
2020-05-25,2971.35009765625
2020-05-26,2999.21997070312
2020-05-27,3051.080078125
2020-05-28,3094.46997070312
2020-05-29,3050.19995117188
2020-06-02,3159.02001953125
2020-06-03,3269.59008789062
2020-06-04,3261.669921875
2020-06-05,3384.2900390625
2020-06-08,3366.2900390625
2020-06-09,3320.7099609375
2020-06-10,3293.7099609375
2020-06-11,3144.57006835938
2020-06-12,3153.73999023438
2020-06-15,3136.39990234375
2020-06-16,3242.64990234375
2020-06-17,3267.26000976562
2020-06-18,3249.89990234375
2020-06-19,3269.10009765625
2020-06-22,3241.68994140625
2020-06-23,3298.830078125
2020-06-24,3196.1201171875
2020-06-25,3218.90991210938
2020-06-26,3204.169921875
2020-06-29,3232.02001953125
2020-06-30,3234.07006835938
2020-07-01,3228.44995117188
2020-07-02,3320.09008789062
2020-07-03,3294.3798828125
2020-07-06,3350.03002929688
2020-07-07,3321.56005859375
2020-07-08,3286.09008789062
2020-07-09,3261.169921875
2020-07-10,3296.21997070312
2020-07-13,3350
2020-07-14,3321.38989257812
2020-07-15,3378.2099609375
2020-07-16,3365.35009765625
2020-07-17,3365.60009765625
2020-07-20,3388.34008789062
2020-07-21,3405.35009765625
2020-07-22,3370.76000976562
2020-07-23,3371.73999023438
2020-07-24,3310.88989257812
2020-07-27,3302.84008789062
2020-07-28,3303.56005859375
2020-07-29,3300.15991210938
2020-07-30,3208.19995117188
2020-07-31,3174.32006835938
2020-08-03,3248.28002929688
2020-08-04,3254.2900390625
2020-08-05,3268.3798828125
2020-08-06,3240.38989257812
2020-08-07,3252.64990234375
2020-08-10,3259.7099609375
2020-08-11,3332.1201171875
2020-08-12,3363.17993164062
2020-08-13,3342.85009765625
2020-08-14,3305.05004882812
2020-08-17,3305.85009765625
2020-08-18,3289.63989257812
2020-08-19,3317.6201171875
2020-08-20,3273.97998046875
2020-08-21,3259.75
2020-08-24,3331.73999023438
2020-08-25,3329.7099609375
2020-08-26,3356.76000976562
2020-08-27,3331.0400390625
2020-08-28,3315.5400390625
2020-08-31,3272.51000976562
2020-09-01,3277.580078125
2020-09-02,3337.77001953125
2020-09-03,3304.21997070312
2020-09-04,3260.59008789062
2020-09-07,3314.07006835938
2020-09-08,3267.3701171875
2020-09-09,3324.830078125
2020-09-10,3312.77001953125
2020-09-11,3315.81005859375
2020-09-14,3316.7900390625
2020-09-15,3332.26000976562
2020-09-16,3338.84008789062
2020-09-17,3316.57006835938
2020-09-18,3283.68994140625
2020-09-21,3160.94995117188
2020-09-22,3164.1298828125
2020-09-23,3180.11010742188
2020-09-24,3159.63989257812
2020-09-25,3137.06005859375
2020-09-28,3223.18994140625
2020-09-29,3214.30004882812
2020-09-30,3193.61010742188
2020-10-01,3194.09008789062
2020-10-02,3190.92993164062
2020-10-05,3220.21997070312
2020-10-06,3233.30004882812
2020-10-07,3233.42993164062
2020-10-08,3255.76000976562
2020-10-09,3273.1201171875
2020-10-12,3298.1201171875
2020-10-13,3279.18994140625
2020-10-14,3273.28002929688
2020-10-15,3192.68994140625
2020-10-16,3245.46997070312
2020-10-19,3242.51000976562
2020-10-20,3227.8701171875
2020-10-21,3180.69995117188
2020-10-22,3171.40991210938
2020-10-23,3198.86010742188
2020-10-26,3105.25
2020-10-27,3070.60009765625
2020-10-28,2963.5400390625
2020-10-29,2960.03002929688
2020-10-30,2958.2099609375
2020-11-02,3019.5400390625
2020-11-03,3098.71997070312
2020-11-04,3161.07006835938
2020-11-05,3215.56005859375
2020-11-06,3204.05004882812
2020-11-09,3407.90991210938
2020-11-10,3442.6201171875
2020-11-11,3467.30004882812
2020-11-12,3428.19995117188
2020-11-13,3432.07006835938
2020-11-16,3466.2099609375
2020-11-17,3468.47998046875
2020-11-18,3482.169921875
2020-11-19,3451.96997070312
2020-11-20,3467.60009765625
2020-11-23,3463.0400390625
2020-11-24,3507.97998046875
2020-11-25,3511.89990234375
2020-11-26,3510.93994140625
2020-11-27,3527.7900390625
2020-11-30,3492.5400390625
2020-12-01,3525.23999023438
2020-12-02,3521.32006835938
2020-12-03,3517.10009765625
2020-12-04,3539.27001953125
2020-12-07,3530.080078125
2020-12-08,3525.8701171875
2020-12-09,3529.02001953125
2020-12-10,3522.31005859375
2020-12-11,3485.84008789062
2020-12-14,3503.9599609375
2020-12-15,3521.5
2020-12-16,3543
2020-12-17,3560.8701171875
2020-12-18,3545.73999023438
2020-12-21,3448.67993164062
2020-12-22,3497.48999023438
2020-12-23,3539.26000976562
2020-12-28,3575.40991210938
2020-12-29,3581.3701171875
2020-12-30,3571.59008789062
2021-01-04,3564.38989257812
2021-01-05,3547.85009765625
2021-01-06,3611.080078125
2021-01-07,3622.419921875
2021-01-08,3645.05004882812
2021-01-11,3620.6201171875
2021-01-12,3612.1298828125
2021-01-13,3616.51000976562
2021-01-14,3641.3701171875
2021-01-15,3599.55004882812
2021-01-18,3602.669921875
2021-01-19,3595.419921875
2021-01-20,3624.0400390625
2021-01-21,3618.35009765625
2021-01-22,3602.40991210938
2021-01-25,3553.13989257812
2021-01-26,3592.830078125
2021-01-27,3536.3798828125
2021-01-28,3557.0400390625
2021-01-29,3481.43994140625
2021-02-01,3530.85009765625
2021-02-02,3590.4599609375
2021-02-03,3609.75
2021-02-04,3642.1201171875
2021-02-05,3655.77001953125
2021-02-08,3665.51000976562
2021-02-09,3661.1298828125
2021-02-10,3648.3701171875
2021-02-11,3671.67993164062
2021-02-12,3695.61010742188
2021-02-15,3734.19995117188
2021-02-16,3726.39990234375
2021-02-17,3699.85009765625
2021-02-18,3681.0400390625
2021-02-19,3713.4599609375
2021-02-22,3699.85009765625
2021-02-23,3689.10009765625
2021-02-24,3705.98999023438
2021-02-25,3685.28002929688
2021-02-26,3636.43994140625
2021-03-01,3706.6201171875
2021-03-02,3707.71997070312
2021-03-03,3712.78002929688
2021-03-04,3704.85009765625
2021-03-05,3669.5400390625
2021-03-08,3763.23999023438
2021-03-09,3786.05004882812
2021-03-10,3819.919921875
2021-03-11,3845.63989257812
2021-03-12,3833.36010742188
2021-03-15,3829.84008789062
2021-03-16,3850.9599609375
2021-03-17,3849.73999023438
2021-03-18,3867.5400390625
2021-03-19,3837.02001953125
2021-03-22,3833.84008789062
2021-03-23,3827.02001953125
2021-03-24,3832.55004882812
2021-03-25,3832.57006835938
2021-03-26,3866.67993164062
2021-03-29,3882.8701171875
2021-03-30,3926.19995117188
2021-03-31,3919.2099609375
2021-04-01,3945.9599609375
2021-04-06,3970.419921875
2021-04-07,3956.77001953125
2021-04-08,3977.830078125
2021-04-09,3978.84008789062
2021-04-12,3961.89990234375
2021-04-13,3966.98999023438
2021-04-14,3976.28002929688
2021-04-15,3993.42993164062
2021-04-16,4032.98999023438
2021-04-19,4019.90991210938
2021-04-20,3940.4599609375
2021-04-21,3976.40991210938
2021-04-22,4014.80004882812
2021-04-23,4013.34008789062
2021-04-26,4020.830078125
2021-04-27,4011.90991210938
2021-04-28,4015.03002929688
2021-04-29,3996.89990234375
2021-04-30,3974.73999023438
2021-05-03,4000.25
2021-05-04,3924.80004882812
2021-05-05,4002.7900390625
2021-05-06,3999.43994140625
2021-05-07,4034.25
2021-05-10,4023.35009765625
2021-05-11,3946.06005859375
2021-05-12,3947.42993164062
2021-05-14,4017.43994140625
2021-05-17,4006.84008789062
2021-05-18,4005.34008789062
2021-05-19,3936.73999023438
2021-05-20,3999.90991210938
2021-05-21,4025.78002929688
2021-05-25,4036.0400390625
2021-05-26,4031.669921875
2021-05-27,4039.2099609375
2021-05-28,4070.56005859375
2021-05-31,4039.4599609375
2021-06-01,4071.75
2021-06-02,4088.5
2021-06-03,4079.23999023438
2021-06-04,4089.3798828125
2021-06-07,4097.64990234375
2021-06-08,4096.009765625
2021-06-09,4096.85009765625
2021-06-10,4096.06982421875
2021-06-11,4126.7001953125
2021-06-14,4132.669921875
2021-06-15,4143.52001953125
2021-06-16,4151.759765625
2021-06-17,4158.14013671875
2021-06-18,4083.3701171875
2021-06-21,4112.330078125
2021-06-22,4123.1298828125
2021-06-23,4075.93994140625
2021-06-24,4122.43017578125
2021-06-25,4120.66015625
2021-06-28,4089.90991210938
2021-06-29,4107.509765625
2021-06-30,4064.30004882812
2021-07-01,4078.88989257812
2021-07-02,4084.31005859375
2021-07-05,4087.3701171875
2021-07-06,4052.669921875
2021-07-07,4078.53002929688
2021-07-08,3991.65991210938
2021-07-09,4068.09008789062
2021-07-12,4093.3798828125
2021-07-13,4094.56005859375
2021-07-14,4099.5
2021-07-15,4056.38989257812
2021-07-16,4035.77001953125
2021-07-19,3928.53002929688
2021-07-20,3956.34008789062
2021-07-21,4026.67993164062
2021-07-22,4059.05004882812
2021-07-23,4109.10009765625
2021-07-26,4102.58984375
2021-07-27,4064.830078125
2021-07-28,4103.02978515625
2021-07-29,4116.77001953125
2021-07-30,4089.30004882812
2021-08-02,4116.6201171875
2021-08-03,4117.9501953125
2021-08-04,4144.89990234375
2021-08-05,4161.080078125
2021-08-06,4174.5400390625
2021-08-09,4177.14990234375
2021-08-10,4187.81982421875
2021-08-11,4206.330078125
2021-08-12,4226.330078125
2021-08-13,4229.7001953125
2021-08-16,4202.43994140625
2021-08-17,4196.39990234375
2021-08-18,4189.419921875
2021-08-19,4124.7099609375
2021-08-20,4147.5
2021-08-23,4176.419921875
2021-08-24,4178.080078125
2021-08-25,4181.1201171875
2021-08-26,4169.8701171875
2021-08-27,4190.97998046875
2021-08-30,4198.7998046875
2021-08-31,4196.41015625
2021-09-01,4227.27001953125
2021-09-02,4232.10009765625
2021-09-03,4201.97998046875
2021-09-06,4246.1298828125
2021-09-07,4225.009765625
2021-09-08,4177.14990234375
2021-09-09,4177.10986328125
2021-09-10,4170.35009765625
2021-09-13,4189.52978515625
2021-09-14,4191.669921875
2021-09-15,4145.93994140625
2021-09-16,4169.8701171875
2021-09-17,4130.83984375
2021-09-20,4043.6298828125
2021-09-21,4097.509765625
2021-09-22,4150.18994140625
2021-09-23,4194.919921875
2021-09-24,4158.509765625
2021-09-27,4165.47998046875
2021-09-28,4058.82006835938
2021-09-29,4080.21997070312
2021-09-30,4048.080078125
2021-10-01,4035.30004882812
2021-10-04,3996.40991210938
2021-10-05,4065.42993164062
2021-10-06,4012.64990234375
2021-10-07,4098.33984375
2021-10-08,4073.2900390625
2021-10-11,4072.52001953125
2021-10-12,4055.09008789062
2021-10-13,4083.28002929688
2021-10-14,4149.06005859375
2021-10-15,4182.91015625
2021-10-18,4151.39990234375
2021-10-19,4166.830078125
2021-10-20,4172.169921875
2021-10-21,4155.72998046875
2021-10-22,4188.81005859375
2021-10-25,4188.31005859375
2021-10-26,4223.97021484375
2021-10-27,4220.8798828125
2021-10-28,4233.8701171875
2021-10-29,4250.56005859375
2021-11-01,4280.47021484375
2021-11-02,4296.22021484375
2021-11-03,4309.60986328125
2021-11-04,4333.33984375
2021-11-05,4363.0400390625
2021-11-08,4352.52978515625
2021-11-09,4344.6298828125
2021-11-10,4348.81982421875
2021-11-11,4358
2021-11-12,4370.330078125
2021-11-15,4386.18994140625
2021-11-16,4401.490234375
2021-11-17,4400.81005859375
2021-11-18,4383.7001953125
2021-11-19,4356.47021484375
2021-11-22,4338.68994140625
2021-11-23,4283.81982421875
2021-11-24,4276.25
2021-11-25,4293.240234375
2021-11-26,4089.580078125
2021-11-29,4109.509765625
2021-11-30,4063.06005859375
2021-12-01,4179.14990234375
2021-12-02,4108.02001953125
2021-12-03,4080.14990234375
2021-12-06,4137.10986328125
2021-12-07,4276.2001953125
2021-12-08,4233.08984375
2021-12-09,4208.2998046875
2021-12-10,4199.16015625
2021-12-13,4183.0400390625
2021-12-14,4144.509765625
2021-12-15,4159.68017578125
2021-12-16,4201.8701171875
2021-12-17,4161.35009765625
2021-12-20,4107.1298828125
2021-12-21,4174.990234375
2021-12-22,4217.06005859375
2021-12-23,4265.85986328125
2021-12-27,4287.97998046875
2021-12-28,4311.93017578125
2021-12-29,4284.830078125
2021-12-30,4306.06982421875
2022-01-03,4331.81982421875
2022-01-04,4367.6201171875
2022-01-05,4392.14990234375
2022-01-06,4324.81005859375
2022-01-07,4305.830078125
2022-01-10,4239.52001953125
2022-01-11,4281.5400390625
2022-01-12,4316.39013671875
2022-01-13,4315.89990234375
2022-01-14,4272.18994140625
2022-01-17,4302.14013671875
2022-01-18,4257.81982421875
2022-01-19,4268.27978515625
2022-01-20,4299.60986328125
2022-01-21,4229.56005859375
2022-01-24,4054.36010742188
2022-01-25,4078.26000976562
2022-01-26,4164.60009765625
2022-01-27,4184.97021484375
2022-01-28,4136.91015625
2022-01-31,4174.60009765625
2022-02-01,4224.4501953125
2022-02-02,4222.0498046875
2022-02-03,4141.02001953125
2022-02-04,4086.580078125
2022-02-07,4120.56005859375
2022-02-08,4129.25
2022-02-09,4204.08984375
2022-02-10,4197.06982421875
2022-02-11,4155.22998046875
2022-02-14,4064.44995117188
2022-02-15,4143.7099609375
2022-02-16,4137.22021484375
2022-02-17,4113.18994140625
2022-02-18,4074.28002929688
2022-02-21,3985.7099609375
2022-02-22,3985.46997070312
2022-02-23,3973.40991210938
2022-02-24,3829.2900390625
2022-02-25,3970.68994140625
2022-02-28,3924.22998046875
2022-03-01,3765.85009765625
2022-03-02,3820.59008789062
2022-03-03,3741.78002929688
2022-03-04,3556.01000976562
2022-03-07,3512.21997070312
2022-03-08,3505.2900390625
2022-03-09,3766.02001953125
2022-03-10,3651.38989257812
2022-03-11,3686.78002929688
2022-03-14,3741.10009765625
2022-03-15,3738.11010742188
2022-03-16,3889.68994140625
2022-03-17,3885.32006835938
2022-03-18,3902.43994140625
2022-03-21,3881.80004882812
2022-03-22,3926.1201171875
2022-03-23,3869.21997070312
2022-03-24,3863.38989257812
2022-03-25,3867.72998046875
2022-03-28,3887.10009765625
2022-03-29,4002.17993164062
2022-03-30,3959.13989257812
2022-03-31,3902.52001953125
2022-04-01,3918.67993164062
2022-04-04,3951.1201171875
2022-04-05,3917.85009765625
2022-04-06,3824.68994140625
2022-04-07,3802.01000976562
2022-04-08,3858.3701171875
2022-04-11,3839.6201171875
2022-04-12,3831.46997070312
2022-04-13,3827.9599609375
2022-04-14,3848.67993164062
2022-04-19,3830.76000976562
2022-04-20,3896.81005859375
2022-04-21,3928.03002929688
2022-04-22,3840.01000976562
2022-04-25,3757.59008789062
2022-04-26,3721.36010742188
2022-04-27,3734.63989257812
2022-04-28,3777.02001953125
2022-04-29,3802.86010742188
2022-05-02,3732.43994140625
2022-05-03,3761.18994140625
2022-05-04,3724.98999023438
2022-05-05,3696.6298828125
2022-05-06,3629.169921875
2022-05-09,3526.86010742188
2022-05-10,3554.80004882812
2022-05-11,3647.8701171875
2022-05-12,3613.42993164062
2022-05-13,3703.419921875
2022-05-16,3685.34008789062
2022-05-17,3741.51000976562
2022-05-18,3690.73999023438
2022-05-19,3633.330078125
2022-05-20,3657.03002929688
2022-05-23,3708.38989257812
2022-05-24,3647.56005859375
2022-05-25,3677.10009765625
2022-05-27,3808.86010742188
2022-05-30,3841.6201171875
2022-05-31,3789.2099609375
2022-06-01,3759.5400390625
2022-06-02,3795.1298828125
2022-06-03,3783.65991210938
2022-06-07,3806.73999023438
2022-06-08,3788.92993164062
2022-06-09,3724.44995117188
2022-06-10,3599.19995117188
2022-06-13,3502.5
2022-06-14,3475.17993164062
2022-06-15,3532.32006835938
2022-06-16,3427.90991210938
2022-06-17,3438.4599609375
2022-06-20,3469.830078125
2022-06-21,3494
2022-06-22,3464.63989257812
2022-06-23,3436.2900390625
2022-06-24,3533.169921875
2022-06-27,3538.8798828125
2022-06-28,3549.2900390625
2022-06-29,3514.32006835938
2022-06-30,3454.86010742188
2022-07-01,3448.31005859375
2022-07-04,3452.419921875
2022-07-05,3359.830078125
2022-07-06,3421.84008789062
2022-07-07,3488.5
2022-07-08,3506.55004882812
2022-07-11,3471.68994140625
2022-07-12,3487.05004882812
2022-07-13,3453.96997070312
2022-07-14,3396.61010742188
2022-07-15,3477.19995117188
2022-07-18,3511.86010742188
2022-07-19,3587.43994140625
2022-07-20,3585.23999023438
2022-07-21,3596.51000976562
2022-07-22,3596.48999023438
2022-07-25,3604.15991210938
2022-07-26,3575.36010742188
2022-07-27,3607.78002929688
2022-07-28,3652.19995117188
2022-07-29,3708.10009765625
2022-08-02,3684.6298828125
2022-08-03,3732.5400390625
2022-08-04,3754.60009765625
2022-08-05,3725.38989257812
2022-08-08,3757.21997070312
2022-08-09,3715.3701171875
2022-08-10,3749.35009765625
2022-08-11,3757.05004882812
2022-08-12,3776.81005859375
2022-08-15,3789.6201171875
2022-08-16,3805.21997070312
2022-08-17,3756.06005859375
2022-08-18,3777.3798828125
2022-08-19,3730.32006835938
2022-08-22,3658.21997070312
2022-08-23,3652.52001953125
2022-08-24,3667.4599609375
2022-08-25,3674.5400390625
2022-08-26,3603.67993164062
2022-08-29,3570.51000976562
2022-08-30,3561.919921875
2022-08-31,3517.25
2022-09-01,3456.69995117188
2022-09-02,3544.3798828125
2022-09-05,3490.01000976562
2022-09-06,3500.13989257812
2022-09-07,3502.09008789062
2022-09-08,3512.3798828125
2022-09-09,3570.0400390625
2022-09-12,3646.51000976562
2022-09-13,3586.17993164062
2022-09-14,3567.56005859375
2022-09-15,3541.7900390625
2022-09-16,3500.40991210938
2022-09-19,3499.48999023438
2022-09-20,3467.09008789062
2022-09-21,3491.8701171875
2022-09-22,3427.13989257812
2022-09-23,3348.60009765625
2022-09-26,3342.56005859375
2022-09-27,3328.64990234375
2022-09-28,3335.30004882812
2022-09-29,3279.0400390625
2022-09-30,3318.19995117188
2022-10-03,3342.169921875
2022-10-04,3484.47998046875
2022-10-05,3447.71997070312
2022-10-06,3433.44995117188
2022-10-07,3375.4599609375
2022-10-10,3356.8798828125
2022-10-11,3340.35009765625
2022-10-12,3331.53002929688
2022-10-13,3362.39990234375
2022-10-14,3381.72998046875
2022-10-17,3441.63989257812
2022-10-18,3463.830078125
2022-10-19,3471.23999023438
2022-10-20,3492.85009765625
2022-10-21,3476.6298828125
2022-10-24,3527.7900390625
2022-10-25,3585.580078125
2022-10-26,3605.31005859375
2022-10-27,3604.51000976562
2022-10-28,3613.02001953125
2022-10-31,3617.5400390625
2022-11-01,3651.02001953125
2022-11-02,3622.01000976562
2022-11-03,3593.17993164062
2022-11-04,3688.330078125
2022-11-07,3708.80004882812
2022-11-08,3739.28002929688
2022-11-09,3728.03002929688
2022-11-10,3846.56005859375
2022-11-11,3868.5
2022-11-14,3887.51000976562
2022-11-15,3915.09008789062
2022-11-16,3882.78002929688
2022-11-17,3878.419921875
2022-11-18,3924.84008789062
2022-11-21,3909.28002929688
2022-11-22,3929.89990234375
2022-11-23,3946.43994140625
2022-11-24,3961.98999023438
2022-11-25,3962.40991210938
2022-11-28,3935.51000976562
2022-11-29,3934.43994140625
2022-11-30,3964.71997070312
2022-12-01,3984.5
2022-12-02,3977.89990234375
2022-12-05,3956.53002929688
2022-12-06,3939.18994140625
2022-12-07,3920.89990234375
2022-12-08,3921.27001953125
2022-12-09,3942.6201171875
2022-12-12,3921.82006835938
2022-12-13,3986.830078125
2022-12-14,3975.26000976562
2022-12-15,3835.69995117188
2022-12-16,3804.02001953125
2022-12-19,3811.23999023438
2022-12-20,3802.48999023438
2022-12-21,3872.14990234375
2022-12-22,3823.2900390625
2022-12-23,3817.01000976562
2022-12-27,3832.88989257812
2022-12-28,3808.82006835938
2022-12-29,3850.07006835938
2022-12-30,3793.6201171875
2023-01-03,3882.2900390625
2023-01-04,3973.96997070312
2023-01-05,3959.47998046875
2023-01-06,4017.830078125
2023-01-09,4068.6201171875
2023-01-10,4057.4599609375
2023-01-11,4099.759765625
2023-01-12,4126.68017578125
2023-01-13,4150.7998046875
2023-01-16,4157
2023-01-17,4174.330078125
